Code,名稱,網址,評分,餐點類型
tj93,傑克老爹焗烤屋 (新竹光復店),/restaurant/tj93/jie-ke-lao-die-ju-kao-wu-xin-zhu-guang-fu-dian,4 stars out of 5,歐美
z0ur,火焰鳥小火鍋,/restaurant/z0ur/huo-yan-niao-xiao-huo-guo,4.8 stars out of 5,台式
l4y0,完顏南洋料理,/restaurant/l4y0/wan-yan-nan-yang-liao-li,4.8 stars out of 5,東南亞
z1bs,璽子牛肉麵 (新竹香山店),/restaurant/z1bs/xi-zi-niu-rou-mian-xin-zhu-xiang-shan-dian,4.7 stars out of 5,台式
i7mb,主麵 (新竹清大店),/restaurant/i7mb/zhu-mian-xin-zhu-qing-da-dian,4.6 stars out of 5,港式
lrxx,泰肚男子 (新竹牛埔店),/restaurant/lrxx/tai-du-nan-zi-xin-zhu-niu-bu-dian,4.2 stars out of 5,東南亞
u0io,天天美早餐店 (新竹中華店),/restaurant/u0io/tian-tian-mei-zao-can-dian-xin-zhu-zhong-hua-dian,4.7 stars out of 5,早餐
nlrz,早安二街坊,/restaurant/nlrz/zao-an-er-jie-fang,4.7 stars out of 5,早餐
bc1g,CHILL DAY鶖茶,/restaurant/bc1g/chill-dayqiu-cha,4.9 stars out of 5,飲料
pkbt,蝦攪和海鮮舖,/restaurant/pkbt/xia-jiao-he-hai-xian-pu,4.7 stars out of 5,台式
adey,阿嬸泰式料理,/restaurant/adey/a-shen-tai-shi-liao-li-adey,4.6 stars out of 5,東南亞
x25h,饗食開丼 (新竹中華店),/restaurant/x25h/xiang-shi-kai-jing-xin-zhu-zhong-hua-dian,2.3 stars out of 5,日式
lpbm,Wowffles,/restaurant/lpbm/wowffles,4.1 stars out of 5,甜點
m5ko,鼎晶鐵板燒 (愛買新竹店),/restaurant/m5ko/ding-jing-tie-ban-shao-ai-mai-xin-zhu-dian,4.5 stars out of 5,台式
y2zi,利客坊,/restaurant/y2zi/li-ke-fang,4.9 stars out of 5,飲料
jpa0,泰饗念 (新竹清大店),/restaurant/jpa0/tai-xiang-nian-xin-zhu-qing-da-dian,4.2 stars out of 5,東南亞
h7qv,泥巴水_咖啡_甜點,/restaurant/h7qv/ni-ba-shui-_ka-pei-_tian-dian,4.1 stars out of 5,咖啡
vqtw,饗嗑鍋精緻鍋物 (新竹清大店),/restaurant/vqtw/xiang-ke-guo-jing-zhi-guo-wu-xin-zhu-qing-da-dian,5 stars out of 5,台式
y2gk,SUBWAY (新竹建新店),/restaurant/y2gk/subway-xin-zhu-jian-xin-dian,4.9 stars out of 5,歐美
eqtj,永記牛肉麵,/restaurant/eqtj/yong-ji-niu-rou-mian,4.8 stars out of 5,台式
bndx,豬多好室 (新竹清大店),/restaurant/bndx/zhu-duo-hao-shi-xin-zhu-qing-da-dian,4.6 stars out of 5,台式
r7oo,黑龍會 (清大旗艦店),/restaurant/r7oo/hei-long-hui-qing-da-qi-jian-dian,4.9 stars out of 5,飲料
fv5g,杜蘭小麥義大利麵、燉飯,/restaurant/fv5g/du-lan-xiao-mai-yi-da-li-mian-dun-fan,4.5 stars out of 5,歐美
ryy3,清大甜冰飲,/restaurant/ryy3/qing-da-tian-bing-yin,4.8 stars out of 5,甜點
z6xh,義早早午餐 (新竹建功店),/restaurant/z6xh/yi-zao-zao-wu-can-xin-zhu-jian-gong-dian,4.8 stars out of 5,早餐
oofg,升一排骨 (新竹建功店),/restaurant/oofg/sheng-pai-gu-xin-zhu-jian-gong-dian,4.6 stars out of 5,台式
b8ki,STARBUCKS 星巴克 (光復清大門市),/restaurant/b8ki/starbucks-xing-ba-ke-guang-fu-qing-da-men-shi,4.9 stars out of 5,飲料
r4q7,郭董臭豆腐 (新竹清大店),/restaurant/r4q7/guo-dong-chou-dou-fu-xin-zhu-qing-da-dian,4.9 stars out of 5,小吃
y5uc,饗嗑鍋 鍋物、烏龍,/restaurant/y5uc/xiang-ke-guo-guo-wu-wu-long,4.7 stars out of 5,台式
g56z,肥仔龍無煙鐵板燒,/restaurant/g56z/fei-zi-long-wu-yan-tie-ban-shao,4.6 stars out of 5,台式
s8nt,咖哩peace町 (新竹清大店),/restaurant/s8nt/ka-li-peaceting-xin-zhu-qing-da-dian,4.9 stars out of 5,日式
a5rq,馬來老爹,/restaurant/a5rq/ma-lai-lao-die,4.8 stars out of 5,東南亞
a77m,捲捲義大利麵-新竹清大店,/restaurant/a77m/juan-juan-yi-da-li-mian-xin-zhu-qing-da-dian,4.6 stars out of 5,歐美
xk39,圈圈微森 (新竹清大店),/restaurant/xk39/quan-quan-wei-sen-xin-zhu-qing-da-dian,4.9 stars out of 5,飲料
cpu2,欣記鴨肉,/restaurant/cpu2/xin-ji-ya-rou,2.5 stars out of 5,台式
r7hu,義料之中Pasta,/restaurant/r7hu/yi-liao-zhi-zhong-pasta,3.7 stars out of 5,歐美
y2xp,蛋包亭(蛋包飯咖哩拉麵),/restaurant/y2xp/dan-bao-ting-dan-bao-fan-ka-li-la-mian,4.6 stars out of 5,日式
zjtb,溫州王 (大餛飩.香辣麵),/restaurant/zjtb/wen-zhou-wang-da-hun-tun-xiang-la-mian,4.7 stars out of 5,台式
wclp,寶島麵線站 (新竹竹光店),/restaurant/wclp/bao-dao-mian-xian-zhan-xin-zhu-zhu-guang-dian,4.9 stars out of 5,台式
vds5,新龍興蛋糕 (新竹清大店),/restaurant/vds5/xin-long-xing-dan-gao-xin-zhu-qing-da-dian-vds5,4.2 stars out of 5,甜點
wz84,老宅豆花 嫩仙草,/restaurant/wz84/lao-zhai-dou-hua-nen-xian-cao,5 stars out of 5,甜點
y5be,林記刈包小吃,/restaurant/y5be/lin-ji-yi-bao-xiao-chi,4.7 stars out of 5,台式
wr0t,妙味美食店,/restaurant/wr0t/miao-wei-mei-shi-dian,4.6 stars out of 5,台式
v1cf,東東水煎包、水餃、鍋貼,/restaurant/v1cf/dong-dong-shui-jian-bao-shui-jiao-guo-tie,4.6 stars out of 5,台式
z0so,津鍋 (新竹建功店),/restaurant/z0so/jin-guo-xin-zhu-jian-gong-dian,4.7 stars out of 5,台式
qjzz,想吃咖哩,/restaurant/qjzz/xiang-chi-ka-li-qjzz,未知,日式
y2no,味味鴨肉麵,/restaurant/y2no/wei-wei-ya-rou-mian,4.5 stars out of 5,台式
y5lh,哈奇客韓式炸雞 (新竹清大店),/restaurant/y5lh/ha-qi-ke-han-shi-zha-ji-xin-zhu-qing-da-dian,4.6 stars out of 5,韓式
k65j,麻將麻辣臭豆腐 (新竹清大店),/restaurant/k65j/ma-jiang-ma-la-chou-dou-fu-xin-zhu-qing-da-dian,4.8 stars out of 5,小吃
yxku,竹源現炒,/restaurant/yxku/zhu-yuan-xian-chao,4.7 stars out of 5,台式
o1ig,火焰鳥什鍋 (新竹建功店),/restaurant/o1ig/huo-yan-niao-shi-guo-xin-zhu-jian-gong-dian,4.7 stars out of 5,台式
a1ow,六扇門 (新竹清大店),/restaurant/a1ow/liu-shan-men-xin-zhu-qing-da-dian,4.8 stars out of 5,台式
b0jt,樹林頭水煎包,/restaurant/b0jt/shu-lin-tou-shui-jian-bao,4.7 stars out of 5,小吃
tlf1,早午晚餐,/restaurant/tlf1/zao-wu-wan-can,4.8 stars out of 5,台式
brhs,紅吱吱 (新竹光復店),/restaurant/brhs/hong-zhi-zhi-xin-zhu-guang-fu-dian,4.8 stars out of 5,歐美
yh4s,豬好運原汁豬腳湯,/restaurant/yh4s/zhu-hao-yun-yuan-zhi-zhu-jiao-tang,4.7 stars out of 5,台式
ah8k,享稻Enjoy Sushi,/restaurant/ah8k/xiang-dao-enjoy-sushi,4.7 stars out of 5,日式
y2pb,小屋頂早午晚餐,/restaurant/y2pb/xiao-wu-ding-zao-wu-wan-can,4.8 stars out of 5,台式
a0wy,楓拉麵(烏龍),/restaurant/a0wy/feng-la-mian-wu-long,4.6 stars out of 5,日式
q637,白鬍子厚切牛排 (新竹清大店),/restaurant/q637/bai-hu-zi-hou-qie-niu-pai-xin-zhu-qing-da-dian,4.8 stars out of 5,台式
dz8s,牛埔豆花&油飯,/restaurant/dz8s/niu-bu-dou-hua-andyou-fan,4.6 stars out of 5,素食
y0vh,就是愛壽司,/restaurant/y0vh/jiu-shi-ai-shou-si,4.8 stars out of 5,日式
s6ah,幸福傳承麵館,/restaurant/s6ah/xing-fu-chuan-cheng-mian-guan,4.8 stars out of 5,台式
vpuw,阿宏師涼麵嘉義雞肉飯 (新竹清大光復店),/restaurant/vpuw/a-hong-shi-liang-mian-jia-yi-ji-rou-fan-xin-zhu-qing-da-guang-fu-dian,4.7 stars out of 5,台式
ngtm,林媽媽小吃店,/restaurant/ngtm/lin-ma-ma-xiao-chi-dian,4.9 stars out of 5,小吃
mx2x,佐登早餐 (新竹公道五路),/restaurant/mx2x/zuo-deng-zao-can-xin-zhu-gong-dao-wu-lu,4.8 stars out of 5,早餐
p3xe,鄉間座 (新竹建功店),/restaurant/p3xe/xiang-jian-zuo-xin-zhu-jian-gong-dian,4.9 stars out of 5,甜點
y1so,赫曼咖啡,/restaurant/y1so/he-man-ka-pei,4.5 stars out of 5,咖啡
ig9m,獅子印度餐廳 Sher E Punjab Indian Restaurant,/restaurant/ig9m/shi-zi-yin-du-can-ting-sher-e-punjab-indian-restaurant,4.9 stars out of 5,異國
q6yd,The fun 樂房早午餐 (新竹建美店),/restaurant/q6yd/the-fun-le-fang-zao-wu-can-xin-zhu-jian-mei-dian,4.3 stars out of 5,台式
rka9,武陵喬義式料理,/restaurant/rka9/wu-ling-qiao-yi-shi-liao-li,5 stars out of 5,歐美
y8wk,豆戀迷DoReMi豆湯品專賣 (新竹清大店),/restaurant/y8wk/dou-lian-mi-doremidou-tang-pin-zhuan-mai-xin-zhu-qing-da-dian,4.8 stars out of 5,甜點
gwyd,Giuting,/restaurant/gwyd/giuting,4.9 stars out of 5,歐美
qxbt,一品炸鷄王,/restaurant/qxbt/pin-zha-ji-wang-qxbt,2.9 stars out of 5,小吃
y1ce,好嘉鄉火雞肉飯,/restaurant/y1ce/hao-jia-xiang-huo-ji-rou-fan,4.7 stars out of 5,台式
hida,A+正宗印度甩餅之家,/restaurant/hida/a-zheng-zong-yin-du-shuai-bing-zhi-jia,4.7 stars out of 5,異國
clay,雅素齋素食膳坊,/restaurant/clay/ya-su-zhai-su-shi-shan-fang,4.6 stars out of 5,素食
tpm5,CoCo都可 (新竹湳雅店),/restaurant/tpm5/cocodu-ke-xin-zhu-nan-ya-dian,4.9 stars out of 5,飲料
cpjx,滑龍粥 (新竹光復店),/restaurant/cpjx/hua-long-zhou-xin-zhu-guang-fu-dian,4.8 stars out of 5,台式
cf9n,漢克咖啡*咖啡職人製造所,/restaurant/cf9n/han-ke-ka-pei-ka-pei-zhi-ren-zhi-zao-suo,未知,咖啡
y0yq,3Q脆皮雞排 (新竹清大店),/restaurant/y0yq/3qcui-pi-ji-pai-xin-zhu-qing-da-dian,4.7 stars out of 5,小吃
m92q,控肉控控,/restaurant/m92q/kong-rou-kong-kong-m92q,4.7 stars out of 5,台式
m6dc,牽漿店 (新竹清大店),/restaurant/m6dc/qian-jiang-dian-xin-zhu-qing-da-dian,4.7 stars out of 5,台式
q3yf,拉亞漢堡 (新竹建美店),/restaurant/q3yf/la-ya-han-bao-xin-zhu-jian-mei-dian,4.9 stars out of 5,早餐
pvxa,微醺的牛,/restaurant/pvxa/wei-xun-de-niu,未知,歐美
v0ct,品豐海鮮總匯快炒,/restaurant/v0ct/pin-feng-hai-xian-zong-hui-kuai-chao,4.7 stars out of 5,台式
gde8,立晉傳統豆花,/restaurant/gde8/li-jin-chuan-tong-dou-hua,4.9 stars out of 5,甜點
yrr2,圓夢食堂,/restaurant/yrr2/yuan-meng-shi-tang,4.9 stars out of 5,日式
jid5,川味麻麻米鴨,/restaurant/jid5/chuan-wei-ma-ma-mi-ya,4.8 stars out of 5,中式
hi9k,潮鍋狂饗 (東區建功店),/restaurant/hi9k/chao-guo-kuang-xiang-dong-qu-jian-gong-dian,未知,台式
arkh,阿兩福利站,/restaurant/arkh/a-liang-fu-li-zhan,4.5 stars out of 5,甜點
y6rh,巷弄田園,/restaurant/y6rh/xiang-nong-tian-yuan,4.7 stars out of 5,歐美
g0wx,黎記麵食館,/restaurant/g0wx/li-ji-mian-shi-guan,4.4 stars out of 5,台式
y3xp,迷客夏 Milksha (新竹建功店),/restaurant/y3xp/mi-ke-xia-milksha-xin-zhu-jian-gong-dian,4.9 stars out of 5,飲料
njwp,咖喱x控,/restaurant/njwp/ka-li-xkong,4.6 stars out of 5,台式
y8z9,福記鹹酥雞,/restaurant/y8z9/fu-ji-xian-su-ji,4.7 stars out of 5,小吃
qpt4,海洋冰城,/restaurant/qpt4/hai-yang-bing-cheng,4.8 stars out of 5,甜點
z6nz,旺香小火鍋,/restaurant/z6nz/wang-xiang-xiao-huo-guo,4.7 stars out of 5,台式
e2ct,夜排檔熱炒,/restaurant/e2ct/ye-pai-dang-re-chao,4.6 stars out of 5,台式
auck,極品現打果汁,/restaurant/auck/ji-pin-xian-da-guo-zhi-auck,4.8 stars out of 5,飲料
hhbd,阿傅哥沙茶羊肉炒麵,/restaurant/hhbd/a-fu-ge-sha-cha-yang-rou-chao-mian,4 stars out of 5,台式
o6ke,紅色炸彈蔥油餅 (新竹清大店),/restaurant/o6ke/hong-se-zha-dan-cong-you-bing-xin-zhu-qing-da-dian,4.8 stars out of 5,小吃
z7bo,滿味堡 (新竹湳雅店),/restaurant/z7bo/man-wei-bao-xin-zhu-nan-ya-dian,4.7 stars out of 5,早餐
s9u0,咬金豬飽包,/restaurant/s9u0/yao-jin-zhu-bao-bao,4.7 stars out of 5,小吃
plbg,滿溢風拉麵,/restaurant/plbg/man-yi-feng-la-mian,4.7 stars out of 5,日式
lhdl,阿鳳師日式魯肉燥飯 鮑魚粥·湯 (新竹清大光復店),/restaurant/lhdl/a-feng-shi-ri-shi-lu-rou-zao-fan-bao-yu-zhou-tang-xin-zhu-qing-da-guang-fu-dian,未知,日式
wgzy,成都老鍋牛肉麵,/restaurant/wgzy/cheng-du-lao-guo-niu-rou-mian,4.8 stars out of 5,台式
z6nt,鶴之屋咖哩,/restaurant/z6nt/he-zhi-wu-ka-li,4.7 stars out of 5,日式
syza,品包子 (新竹東區店),/restaurant/syza/pin-bao-zi-xin-zhu-dong-qu-dian,4.7 stars out of 5,小吃
n0fr,Fun鬆餅,/restaurant/n0fr/funsong-bing,4.4 stars out of 5,甜點
blnw,裸色茶啡,/restaurant/blnw/luo-se-cha-pei,4.7 stars out of 5,飲料
wou4,大吉暖湯達人 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/wou4/da-ji-nuan-tang-da-ren-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.4 stars out of 5,台式
lsk6,全羅道韓式料理 (新竹大庄店),/restaurant/lsk6/quan-luo-dao-han-shi-liao-li-xin-zhu-da-zhuang-dian,4.8 stars out of 5,韓式
ghwf,樂玩精品咖啡 (新竹竹科店),/restaurant/ghwf/le-wan-jing-pin-ka-pei-xin-zhu-zhu-ke-dian,4.9 stars out of 5,咖啡
b2ml,托斯卡尼尼義大利餐廳 (新竹竹科店),/restaurant/b2ml/tuo-si-qia-ni-ni-yi-da-li-can-ting-xin-zhu-zhu-ke-dian,4.8 stars out of 5,歐美
he6m,黑白早餐屋,/restaurant/he6m/hei-bai-zao-can-wu,4.9 stars out of 5,早餐
q7wm,跟獅子約會,/restaurant/q7wm/gen-shi-zi-yue-hui,4.8 stars out of 5,小吃
fj58,你好papaya 木瓜牛奶 (新竹店),/restaurant/fj58/ni-hao-papaya-mu-gua-niu-nai-xin-zhu-dian,5 stars out of 5,飲料
t3zz,中華麵店,/restaurant/t3zz/zhong-hua-mian-dian,4.7 stars out of 5,台式
y4mm,榮師傅麵食館,/restaurant/y4mm/rong-shi-fu-mian-shi-guan,4.7 stars out of 5,台式
ls4l,犁田鹹酥雞 (新竹寶豐店),/restaurant/ls4l/li-tian-xian-su-ji-xin-zhu-bao-feng-dian,4.8 stars out of 5,小吃
zrhd,"YA!DOOR(麵食,湯包,飲料專賣店)",/restaurant/zrhd/ya-door-mian-shi-tang-bao-yin-liao-zhuan-mai-dian,4.8 stars out of 5,台式
feeh,上畝食堂,/restaurant/feeh/shang-mu-shi-tang,4.8 stars out of 5,日式
e0pf,黃記沙威瑪,/restaurant/e0pf/huang-ji-sha-wei-ma,4.7 stars out of 5,異國
ztzh,野藤島咖哩 (新竹埔頂店),/restaurant/ztzh/ye-teng-dao-ka-li-xin-zhu-bu-ding-dian,4.2 stars out of 5,日式
aj5e,快樂雞 (新竹延平店),/restaurant/aj5e/kuai-le-ji-xin-zhu-yan-ping-dian,未知,小吃
pgo9,永樂台式小吃 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/pgo9/yong-le-tai-shi-xiao-chi-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.1 stars out of 5,台式
j0ee,大庄路塊樂炸雞咖哩飯,/restaurant/j0ee/da-zhuang-lu-kuai-le-zha-ji-ka-li-fan-j0ee,4.9 stars out of 5,台式
q2jl,Body Fit 健康盒 (新竹光復店),/restaurant/q2jl/body-fit-jian-kang-he-xin-zhu-guang-fu-dian,4.5 stars out of 5,健康餐
wrym,饗回味新竹建功店,/restaurant/wrym/xiang-hui-wei-xin-zhu-jian-gong-dian,4.7 stars out of 5,日式
swju,職人雙饗丼新竹建功店,/restaurant/swju/zhi-ren-shuang-xiang-jing-xin-zhu-jian-gong-dian,4.7 stars out of 5,日式
htig,古早味蛋包飯肉羹湯,/restaurant/htig/gu-zao-wei-dan-bao-fan-rou-geng-tang,4.8 stars out of 5,台式
gi9e,東京都咖哩丼·鰻魚飯 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/gi9e/dong-jing-du-ka-li-jing-man-yu-fan-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.3 stars out of 5,日式
loir,月城泰廚 (新竹埔頂店),/restaurant/loir/yue-cheng-tai-chu-xin-zhu-bu-ding-dian,4.4 stars out of 5,東南亞
pyce,立山青禾食事所,/restaurant/pyce/li-shan-qing-he-shi-shi-suo,4.4 stars out of 5,日式
r5iq,黃冠瑋鹽水雞,/restaurant/r5iq/huang-guan-wei-yan-shui-ji,4.7 stars out of 5,小吃
geg9,街巷Coffee&Restaurant,/restaurant/geg9/jie-xiang-coffeeandrestaurant,4.7 stars out of 5,歐美
jylp,法諾義式廚房 (新竹金雅店),/restaurant/jylp/fa-nuo-yi-shi-chu-fang-xin-zhu-jin-ya-dian,4.8 stars out of 5,歐美
z2ei,魯肉腳滷味,/restaurant/z2ei/lu-rou-jiao-lu-wei,4.8 stars out of 5,小吃
d0zx,蕃茄村早午餐 (新竹龍山店),/restaurant/d0zx/fan-qie-cun-zao-wu-can-xin-zhu-long-shan-dian,4.7 stars out of 5,早餐
syiv,Go Lean 健康餐盒 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/syiv/go-lean-jian-kang-can-he-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.3 stars out of 5,健康餐
l7lw,藍一東山鴨頭大庒店,/restaurant/l7lw/lan-dong-shan-ya-tou-da-dian,4.7 stars out of 5,小吃
tmog,桃司廚 (新竹慈雲店),/restaurant/tmog/tao-si-chu-xin-zhu-ci-yun-dian,4.6 stars out of 5,早餐
as1f,MrBeast Burger 美式漢堡‧薯條 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/as1f/mrbeast-burger-mei-shi-han-bao-shu-tiao-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.6 stars out of 5,歐美
ik82,瑪露連嫩仙草 (大庄門市),/restaurant/ik82/ma-lu-lian-nen-xian-cao-da-zhuang-men-shi,4.9 stars out of 5,甜點
zo3r,凡爾賽西餐廳,/restaurant/zo3r/fan-er-sai-xi-can-ting,4.7 stars out of 5,中式
js7l,Just Kitchen 美食精選 (新竹光復店),/restaurant/js7l/just-kitchen-mei-shi-jing-xuan-xin-zhu-guang-fu-dian,5 stars out of 5,台式
q55w,假鼻先生Mr.ChaBee雲端茶飲,/restaurant/q55w/jia-bi-xian-sheng-mr-chabeeyun-duan-cha-yin,4.3 stars out of 5,飲料
syy8,胡同燒肉丼 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/syy8/hu-tong-shao-rou-jing-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.3 stars out of 5,日式
rz6t,風城披薩單片專賣,/restaurant/rz6t/feng-cheng-pi-sa-dan-pian-zhuan-mai,4.5 stars out of 5,歐美
tz84,竹園鴨莊,/restaurant/tz84/zhu-yuan-ya-zhuang,4.5 stars out of 5,港式
qzo5,大吉雞肉飯．雞排飯 X JK廚房 (Just Kitchen 新竹光復店),/restaurant/qzo5/da-ji-ji-rou-fan-ji-pai-fan-x-jkchu-fang-just-kitchen-xin-zhu-guang-fu-dian,4.4 stars out of 5,台式
de9m,公園前串燒 (新竹埔頂店),/restaurant/de9m/gong-yuan-qian-chuan-shao-xin-zhu-bu-ding-dian,4.3 stars out of 5,日式
e6ef,唯饕獨尊加熱滷味,/restaurant/e6ef/wei-tao-du-zun-jia-re-lu-wei,4.8 stars out of 5,小吃
holq,"熊老爹手工薯條.純天然仙草,炒飯",/restaurant/holq/xiong-lao-die-shou-gong-shu-tiao-chun-tian-ran-xian-cao-chao-fan,4.9 stars out of 5,台式
jgf5,茶匠町,/restaurant/jgf5/cha-jiang-ting-jgf5,5 stars out of 5,飲料
l5fi,水上月亮烤肉,/restaurant/l5fi/shui-shang-yue-liang-kao-rou,4.8 stars out of 5,小吃
eecs,九天玄女烤鮮蚵麻油雞,/restaurant/eecs/jiu-tian-xuan-nu-kao-xian-he-ma-you-ji,4.7 stars out of 5,台式
vqjw,KoKo-Bap韓式拌飯 X JK廚房 (新竹光復店),/restaurant/vqjw/koko-baphan-shi-ban-fan-x-jkchu-fang-xin-zhu-guang-fu-dian,4.6 stars out of 5,韓式
f8uq,皇朝串燒炸物,/restaurant/f8uq/huang-zhao-chuan-shao-zha-wu,4.6 stars out of 5,小吃
e2yg,阿嬤小吃店,/restaurant/e2yg/a-ma-xiao-chi-dian,4.6 stars out of 5,台式
ma9w,Half Day半日早午餐,/restaurant/ma9w/half-dayban-ri-zao-wu-can,5 stars out of 5,早餐
s79i,食在泰讚,/restaurant/s79i/shi-zai-tai-zan,4.7 stars out of 5,東南亞
ezz3,麥大叔複合式餐廳(便當/簡餐/燉品/炸物),/restaurant/ezz3/mai-da-shu-fu-he-shi-can-ting-bian-dang-jian-can-dun-pin-zha-wu,4.8 stars out of 5,台式
sn5p,石狩川職人火鍋,/restaurant/sn5p/shi-shou-chuan-zhi-ren-huo-guo,4.8 stars out of 5,台式
oi5l,吳家甜不辣,/restaurant/oi5l/wu-jia-tian-bu-la,5 stars out of 5,小吃
vnvo,豐色宴小籠湯包,/restaurant/vnvo/feng-se-yan-xiao-long-tang-bao,4.7 stars out of 5,中式
wd1u,早安荳咪,/restaurant/wd1u/zao-an-dou-mi,4.7 stars out of 5,早餐
npxk,黃記臭博士 (新竹科園店),/restaurant/npxk/huang-ji-chou-bo-shi-xin-zhu-ke-yuan-dian,4.8 stars out of 5,小吃
lfpq,園區牛肉麵,/restaurant/lfpq/yuan-qu-niu-rou-mian,4.7 stars out of 5,台式
btod,三寶麵線 (新竹大庄店),/restaurant/btod/san-bao-mian-xian-xin-zhu-da-zhuang-dian,4.8 stars out of 5,台式
h4et,上宇林 (新竹大庒店),/restaurant/h4et/shang-yu-lin-xin-zhu-da-dian,4.9 stars out of 5,飲料
s9bt,謙備伯紅茶工坊,/restaurant/s9bt/qian-bei-bo-hong-cha-gong-fang,5 stars out of 5,飲料
b8sz,好運印度餐廳,/restaurant/b8sz/hao-yun-yin-du-can-ting,4.7 stars out of 5,異國
an5e,阿彤北和牛燒肉,/restaurant/an5e/a-tong-bei-he-niu-shao-rou,3 stars out of 5,台式
rww6,七十三世S.S.C (新竹大庄店),/restaurant/rww6/qi-shi-san-shi-s-s-c-xin-zhu-da-zhuang-dian,4.7 stars out of 5,小吃
ua7m,DoDo早餐店,/restaurant/ua7m/dodozao-can-dian,4.7 stars out of 5,早餐
a724,好食早餐 (新竹埔頂店),/restaurant/a724/hao-shi-zao-can-xin-zhu-bu-ding-dian,4.7 stars out of 5,早餐
mxz9,悠食堂,/restaurant/mxz9/you-shi-tang,4.9 stars out of 5,台式
x3c6,享味壽司,/restaurant/x3c6/xiang-wei-shou-si,4.8 stars out of 5,日式
uvhv,Life Kitchen生活廚房 (新竹竹科店),/restaurant/uvhv/life-kitchensheng-huo-chu-fang-xin-zhu-zhu-ke-dian,4.8 stars out of 5,健康餐
e7t9,3廠鹽酥雞 (大庄店),/restaurant/e7t9/3chang-yan-su-ji-da-zhuang-dian,5 stars out of 5,小吃
f85x,摩斯漢堡Mos Burger (新竹立鵬店),/restaurant/f85x/mo-si-han-bao-mos-burger-xin-zhu-li-peng-dian,4.8 stars out of 5,日式
p7n9,吳家鴨香飯 (新竹埔頂店),/restaurant/p7n9/wu-jia-ya-xiang-fan-xin-zhu-bu-ding-dian,4.8 stars out of 5,台式
r9bp,香美小吃店,/restaurant/r9bp/xiang-mei-xiao-chi-dian,4.8 stars out of 5,台式
k3xc,伍師傅車輪餅 (新竹大庄店),/restaurant/k3xc/wu-shi-fu-che-lun-bing-xin-zhu-da-zhuang-dian,4.5 stars out of 5,甜點
z2mp,七十三世鹽水雞 (大庒店),/restaurant/z2mp/qi-shi-san-shi-yan-shui-ji-da-dian,4.7 stars out of 5,小吃
l1j7,Seed Bakery 麵包籽 (新竹光埔店),/restaurant/l1j7/seed-bakery-mian-bao-zi-xin-zhu-guang-bu-dian,未知,甜點
v8sd,愛兒悅義式餐廳,/restaurant/v8sd/ai-er-yue-yi-shi-can-ting,4.6 stars out of 5,歐美
b6ax,原新竹假日花市一善牛排,/restaurant/b6ax/yuan-xin-zhu-jia-ri-hua-shi-shan-niu-pai,4.6 stars out of 5,台式
wra7,四海遊龍 (新竹大庄店),/restaurant/wra7/si-hai-you-long-xin-zhu-da-zhuang-dian,4.8 stars out of 5,台式
nak3,古早味,/restaurant/nak3/gu-zao-wei-nak3,4.9 stars out of 5,台式
nsb6,梁社漢排骨 (新竹香北店),/restaurant/nsb6/liang-she-han-pai-gu-xin-zhu-xiang-bei-dian,4.8 stars out of 5,台式
oslb,大廟厚切牛排 (東區光復店),/restaurant/oslb/da-miao-hou-qie-niu-pai-dong-qu-guang-fu-dian,4.8 stars out of 5,台式
vn3t,賣呔哋厚切香酥雞排,/restaurant/vn3t/mai-dai-di-hou-qie-xiang-su-ji-pai,4.6 stars out of 5,小吃
z6hv,Pizza Hut必勝客 (新竹香山店),/restaurant/z6hv/pizza-hutbi-sheng-ke-xin-zhu-xiang-shan-dian,4.8 stars out of 5,歐美
zkga,66義式燒烤手扒雞,/restaurant/zkga/66yi-shi-shao-kao-shou-ba-ji-zkga,4.7 stars out of 5,歐美
a5kv,大呼過癮 (新竹香山店),/restaurant/a5kv/da-hu-guo-yin-xin-zhu-xiang-shan-dian,4.8 stars out of 5,台式
e4oy,科學園小吃,/restaurant/e4oy/ke-xue-yuan-xiao-chi,4.6 stars out of 5,台式
l5hh,北木鹽酥雞 (新竹竹科店),/restaurant/l5hh/bei-mu-yan-su-ji-xin-zhu-zhu-ke-dian,4.8 stars out of 5,小吃
y3zo,瑞麟美而美 (新竹立鵬店),/restaurant/y3zo/rui-lin-mei-er-mei-xin-zhu-li-peng-dian,4.8 stars out of 5,早餐
f7di,佳林鐵板燒,/restaurant/f7di/jia-lin-tie-ban-shao-f7di,4.8 stars out of 5,台式
